employee_id,age,gender,city,education,department,role,years_experience,hire_date,weekly_hours,overtime_hours,remote_days,monthly_salary_mad,performance_score,satisfaction_score,contract_type,promoted_last_2y
EMP0093,25,Homme,Marrakech,Doctorat,Sales,Sales Representative,1,2023-06-21,48,1.5,4,13150,4.5,6.2,CDI,Non
EMP0038,33,Femme,Casablanca,Bac,IT,Support Engineer,1,2025-06-15,42,3.1,2,10950,3.1,4.8,CDI,Non
EMP0476,29,Homme,Casablanca,Bac+2,Operations,Operations Analyst,0,2024-05-14,40,3.6,2,10600,4.1,8.0,CDI,Non
EMP0578,40,Homme,Casablanca,Bac+2,Operations,Operations Analyst,1,2023-07-16,44,4.1,3,8050,3.6,5.6,CDI,Non
EMP0384,34,Homme,Casablanca,Licence,Sales,Sales Representative,2,2022-08-17,48,9.9,0,11700,3.5,7.2,CDI,Non
EMP0383,49,Femme,Casablanca,Master,Data,Data Engineer,8,2018-07-07,35,6.1,2,21250,2.6,4.3,CDD,Non
EMP0062,37,Homme,Casablanca,Bac+2,RH,HR Specialist,15,2009-03-17,42,1.6,2,15650,2.8,8.4,CDI,Non
EMP0197,29,Homme,agadir,Master,Data,Data Engineer,1,2024-05-14,46,5.0,1,16850,3.4,6.5,CDI,Non
EMP0626,55,Femme,Rabat,Master,Operations,Technician,27,2002-09-23,34,2.5,2,22650,3.0,8.4,CDI,Oui
EMP0547,42,Homme,Marrakech,Bac,Data,BI Analyst,5,2021-10-22,41,6.2,1,13100,3.2,6.2,CDI,Non
EMP0147,56,Homme,Marrakech,Bac+2,Finance,Financial Analyst,16,2009-01-22,43,8.9,1,19400,3.7,4.2,CDD,Non
EMP0127,26,Femme,Casablanca,Bac+2,IT,System Engineer,6,2019-06-20,46,3.7,2,14100,4.5,6.9,CDI,Non
EMP0016,52,Homme,Agadir,Master,Data,Data Engineer,22,2002-08-08,46,9.1,0,23450,3.6,4.8,CDI,Non
EMP0254,29,Homme,Casablanca,Master,Sales,Sales Analyst,7,2017-08-23,39,2.4,5,12550,3.3,6.6,CDI,Non
EMP0426,27,Femme,Marrakech,Bac+2,IT,System Engineer,6,2018-02-10,43,7.4,1,16250,3.7,7.3,CDI,Non
EMP0444,28,Homme,Rabat,Bac+2,Sales,Account Manager,5,2021-04-05,50,6.8,1,12850,3.9,7.0,CDI,Non
EMP0316,50,Homme,Casablanca,Master,Sales,Account Manager,9,2016-08-23,42,12.0,0,19250,4.2,6.0,CDI,Oui
EMP0082,31,Homme,Casablanca,Master,Finance,Financial Analyst,11,2013-02-01,52,2.5,2,17850,3.0,7.9,CDI,Non
EMP0247,22,Homme,Tanger,Bac,RH,HR Analyst,1,2023-03-26,45,8.8,2,10500,3.8,6.8,CDD,Non
EMP0510,32,Femme,Casablanca,Bac,Sales,Sales Analyst,3,2022-11-08,38,1.9,1,9050,2.7,8.8,CDI,Non
EMP0607,32,Homme,,Licence,Sales,Account Manager,11,2013-03-06,44,11.4,2,12900,3.5,7.7,CDI,Non
EMP0344,40,Homme,Casablanca,Licence,Data,BI Analyst,20,2006-12-19,46,3.6,1,20000,4.2,5.7,CDI,Non
EMP0420,43,Femme,Rabat,Master,Sales,Sales Representative,19,2007-05-06,44,3.5,3,19550,2.5,7.9,CDI,Oui
EMP0526,38,Femme,Rabat,Master,IT,Support Engineer,9,2017-06-17,43,5.7,2,15900,3.1,6.3,CDD,Non
EMP0066,46,Homme,Agadir,Doctorat,IT,Support Engineer,5,2020-01-18,35,19.4,2,16400,3.5,7.4,CDI,Non
EMP0386,35,Homme,Fes,Master,Data,Data Engineer,9,2017-01-07,46,3.4,1,16850,2.9,8.2,CDI,Non
EMP0182,36,Femme,Tanger,Master,Operations,Technician,3,2023-01-17,42,2.3,1,13650,4.2,7.5,CDI,Non
EMP0561,47,Homme,Marrakech,Bac+2,Operations,Technician,19,2007-04-13,38,5.5,1,13750,2.6,4.6,CDI,Non
EMP0450,30,Femme,Casablanca,Bac+2,Operations,Coordinator,10,2015-02-08,43,3.3,1,14900,4.9,5.8,CDI,Non
EMP0380,44,Femme,Tanger,Doctorat,RH,HR Specialist,17,2007-01-07,51,3.9,2,17900,2.8,7.5,CDD,Non
EMP0007,50,Homme,Marrakech,Bac+2,Operations,Coordinator,25,2002-10-23,43,8.0,0,18150,3.0,6.6,CDI,Non
EMP0233,45,Femme,Casablanca,Master,Sales,Sales Representative,22,2004-07-01,48,4.6,1,22700,3.0,6.4,CDD,Non
EMP0275,44,Homme,Rabat,Master,IT,Support Engineer,0,2026-08-16,44,3.7,1,11550,2.1,8.9,CDI,Non
EMP0329,41,Femme,Rabat,Licence,IT,Support Engineer,6,2019-01-01,39,4.9,1,13700,4.5,9.5,CDI,Oui
EMP0379,43,Femme,Marrakech,Licence,IT,System Engineer,17,2009-01-11,39,7.7,0,20000,3.2,5.9,CDI,Non
EMP0227,49,Homme,Casablanca,Licence,Data,Data Analyst,15,2011-07-13,39,2.3,1,17250,3.7,7.4,CDI,Non
EMP0463,56,Femme,Rabat,Bac+2,Operations,Technician,23,2003-11-08,41,6.8,1,15600,,6.7,CDI,Non
EMP0219,32,Homme,Tanger,Licence,Data,BI Analyst,12,2013-07-14,37,10.2,1,14100,3.3,4.5,CDI,Non
EMP0328,34,Homme,Casablanca,Doctorat,Sales,Account Manager,9,2015-03-22,50,1.0,3,14950,2.1,7.0,CDI,Non
EMP0192,30,Homme,Marrakech,Master,Finance,Controller,10,2015-10-13,53,7.9,1,18950,4.3,6.0,CDD,Non
EMP0552,33,Homme,Marrakech,Bac+2,RH,Recruiter,2,2022-04-08,50,6.9,0,12100,3.7,5.9,CDD,Non
EMP0586,60,Homme,Marrakech,Bac+2,Sales,Account Manager,36,2002-05-01,46,6.4,3,24850,3.2,10.0,CDI,Non
EMP0488,44,Homme,Casablanca,Licence,IT,Network Engineer,12,2014-04-10,35,7.0,2,18200,2.7,8.7,CDI,Non
EMP0633,37,Femme,Agadir,Bac,Operations,Technician,16,2010-04-12,39,5.3,3,13150,3.3,6.7,CDI,Non
EMP0644,41,Homme,Rabat,Bac,Sales,Sales Analyst,13,2013-03-15,52,6.2,1,14900,2.9,6.8,CDI,Non
EMP0431,52,Homme,Fès,Master,Finance,Financial Analyst,9,2017-04-10,54,7.4,2,17450,3.7,7.2,Stage,Non
EMP0372,36,Femme,Tanger,Master,Sales,Sales Representative,3,2021-12-10,51,4.4,1,14350,2.6,8.1,CDD,Non
EMP0612,25,Femme,Rabat,Licence,Data,Data Analyst,4,2022-12-23,47,3.0,4,11850,2.7,7.7,CDI,Non
EMP0572,29,Femme,Agadir,Master,Operations,,1,2025-05-26,50,11.7,0,11650,4.8,5.6,CDI,Non
EMP0539,40,Femme,Rabat,Bac,RH,HR Analyst,20,2006-03-13,44,14.9,2,17100,,3.4,CDI,Non
EMP0226,36,Femme,Casablanca,Bac,RH,HR Specialist,15,2009-10-02,42,2.9,2,14400,4.4,9.3,CDI,Non
EMP0242,21,Homme,Fès,Master,Sales,Sales Analyst,1,2025-09-15,46,3.1,1,11550,3.9,7.2,CDI,Non
EMP0346,28,Femme,Casablanca,Doctorat,IT,Network Engineer,7,2019-08-07,45,6.4,1,21800,3.4,6.1,CDI,Oui
EMP0582,44,Homme,Casablanca,Bac+2,Operations,Operations Analyst,24,2002-03-18,44,2.5,3,15900,4.1,7.3,CDI,Non
EMP0025,35,Homme,Tanger,,Sales,Sales Analyst,10,2016-11-25,37,3.1,0,19100,2.5,7.0,CDI,Oui
EMP0274,23,Homme,Rabat,Bac+2,Operations,Coordinator,1,2025-02-08,45,19.5,2,10250,,4.2,CDI,Non
EMP0521,41,Homme,Tanger,Master,Sales,Account Manager,11,2014-11-08,46,6.1,0,18000,2.8,8.6,CDD,Non
EMP0119,37,Homme,Tanger,Licence,Sales,Sales Representative,6,2020-02-18,43,3.3,1,11600,2.6,7.3,CDI,Non
EMP0103,36,Homme,Casablanca,Bac+2,Data,Data Analyst,4,2020-01-27,37,4.3,1,14950,3.9,6.9,CDI,Non
EMP0006,32,Homme,Tanger,Bac+2,Operations,Technician,8,2017-10-13,43,5.1,0,12700,3.2,6.3,CDI,Non
EMP0160,29,Homme,Agadir,Master,Sales,Account Manager,6,2019-03-15,38,5.6,2,17000,3.5,6.6,CDI,Non
EMP0557,38,Femme,Rabat,Licence,Data,Data Analyst,1,2025-02-21,40,4.0,3,12500,4.0,6.3,CDI,Non
EMP0110,39,Femme,Casablanca,Bac+2,Sales,Sales Analyst,5,2019-01-16,52,2.7,1,12500,3.0,7.2,CDI,Non
EMP0525,33,Homme,Casablanca,Bac+2,IT,System Engineer,2,2024-02-20,43,1.6,4,12150,3.2,4.7,CDI,Non
EMP0208,21,Homme,Fès,Licence,Operations,Operations Analyst,1,2024-04-23,38,2.3,2,10050,3.5,7.4,CDI,Non
EMP0599,31,Homme,Marrakech,Master,Data,Data Analyst,4,2021-12-01,52,4.2,1,12400,3.1,5.6,CDD,Non
EMP0268,28,Femme,Casablanca,Master,RH,HR Analyst,3,2023-05-06,49,4.4,0,12950,3.9,5.2,Stage,Oui
EMP0621,32,Femme,Casablanca,Licence,IT,System Engineer,5,2019-09-13,34,1.7,0,15050,2.8,9.2,CDI,Non
EMP0099,47,Femme,Fès,Doctorat,Data,Data Analyst,5,2019-04-10,31,0.7,3,18200,2.9,8.3,CDI,Non
EMP0538,36,Femme,Casablanca,Master,Operations,Coordinator,3,2023-03-18,45,9.8,5,12600,4.4,8.7,CDI,Non
EMP0540,44,Homme,Casablanca,Licence,Sales,Sales Analyst,24,2002-11-04,38,8.3,5,18650,4.3,6.7,CDD,Non
EMP0474,37,Femme,Casablanca,Bac+2,RH,HR Analyst,12,2014-01-27,50,13.6,1,11200,2.6,5.2,CDD,Non
EMP0542,28,Homme,Fès,Master,Operations,Technician,6,2020-04-07,36,7.6,0,15850,3.9,9.0,Stage,Non
EMP0115,49,Homme,Casablanca,Bac+2,Sales,Account Manager,21,2005-02-09,35,19.5,2,18700,3.2,5.2,CDD,Non
EMP0373,38,Homme,Rabat,Bac+2,Operations,Coordinator,5,2019-10-06,50,4.1,0,8750,3.5,8.7,CDD,Non
EMP0156,43,Homme,Agadir,Bac+2,Operations,Technician,12,2013-02-09,44,1.8,0,10650,3.7,7.4,CDD,Oui
EMP0493,32,Homme,Tanger,Master,Finance,Financial Analyst,0,2024-07-27,41,5.4,4,10450,2.4,6.2,CDI,Non
EMP0646,33,Homme,Fès,Licence,Operations,Coordinator,0,2024-05-17,45,9.3,4,12150,3.8,6.0,CDD,Non
EMP0393,31,Femme,Marrakech,Licence,Sales,Sales Analyst,5,2021-09-19,47,3.9,1,9950,2.6,5.8,CDI,Non
EMP0367,36,Homme,Rabat,Bac+2,Data,BI Analyst,0,2026-09-12,41,2.3,1,10750,4.1,8.3,CDI,Non
EMP0336,32,Homme,Rabat,Doctorat,IT,Network Engineer,4,2022-07-27,46,3.6,1,18850,5.0,6.9,CDD,Non
EMP0300,42,Femme,Rabat,Master,Sales,Sales Analyst,8,2018-11-22,49,10.0,1,17250,4.1,6.7,CDI,Non
EMP0647,43,Femme,Casablanca,Bac,Data,Data Engineer,10,2014-04-24,45,7.3,0,16750,3.6,8.5,CDI,Non
EMP0490,34,Homme,Rabat,Bac+2,RH,HR Specialist,1,2023-05-11,40,2.5,4,11150,4.1,7.8,CDI,Non
EMP0635,30,Homme,Casablanca,Master,Sales,Sales Representative,8,2016-01-07,48,4.6,2,14850,3.4,6.4,CDI,Non
EMP0411,44,Homme,Casablanca,Licence,Finance,Accountant,0,2024-12-25,38,4.8,2,12200,3.1,8.7,CDI,Non
EMP0632,39,Femme,Marrakech,Licence,RH,HR Specialist,1,2025-07-21,39,6.0,2,11450,3.5,,CDD,Non
EMP0407,46,Homme,Marrakech,Master,IT,Support Engineer,6,2018-10-08,34,6.2,0,16750,4.6,7.4,CDI,Non
EMP0013,36,Femme,Rabat,Master,Data,Data Engineer,0,2026-12-08,41,5.7,0,17200,4.0,6.3,CDD,Non
EMP0289,30,Homme,Casablanca,Bac+2,Sales,Account Manager,0,2024-12-04,42,9.3,1,12350,4.4,7.8,CDI,Oui
EMP0459,32,Femme,Marrakech,Master,Sales,Sales Representative,9,2016-02-21,36,9.6,1,15050,3.4,5.7,CDI,Non
EMP0142,36,Femme,Rabat,Licence,Finance,Financial Analyst,7,2018-05-14,42,3.3,0,11250,3.4,5.4,CDI,Non
EMP0080,37,Femme,Agadir,Bac,IT,Network Engineer,15,2009-08-27,50,8.5,2,16050,3.3,6.5,CDD,Non
EMP0501,30,Femme,Tanger,Licence,Sales,Sales Representative,5,2019-11-01,44,0.8,1,10700,3.2,7.4,CDI,Oui
EMP0040,39,Homme,Casablanca,Licence,Sales,Account Manager,19,2006-05-12,50,1.6,2,22050,4.0,8.4,CDD,Non
EMP0532,35,Homme,Marrakech,Master,Finance,Financial Analyst,5,2021-10-14,43,2.6,0,17200,4.9,7.6,CDI,Non
EMP0011,28,Homme,Rabat,Bac,Finance,Financial Analyst,2,2023-04-04,45,1.8,2,10450,3.8,7.3,CDI,Non
EMP0091,49,Femme,Tanger,Licence,Data,BI Analyst,8,2018-11-07,46,1.3,1,15000,3.2,4.2,CDI,Non
EMP0064,52,Femme,Agadir,Master,RH,HR Specialist,28,2002-06-24,82,12.5,2,20650,2.6,7.7,CDI,Non
EMP0083,29,Homme,Rabat,Bac+2,RH,Recruiter,4,2021-07-19,39,14.9,2,7350,2.7,9.0,CDI,Non
EMP0333,33,Femme,Fès,Master,Operations,Coordinator,1,2023-11-02,38,6.4,1,13000,3.8,7.8,CDI,Non
EMP0221,48,Femme,Marrakech,Master,Finance,Financial Analyst,20,2004-07-23,36,3.2,2,19600,,6.0,CDI,Non
EMP0326,41,Femme,Fès,Bac+2,IT,Network Engineer,18,2008-07-18,39,4.7,1,19100,3.9,4.9,CDI,Non
EMP0071,29,Femme,Marrakech,Bac+2,Finance,Financial Analyst,4,2021-01-25,40,4.6,1,12050,3.0,6.1,CDI,Non
EMP0600,47,Homme,Rabat,Master,IT,System Engineer,20,2004-09-19,39,15.0,3,24300,2.7,6.8,CDI,Non
EMP0106,54,Femme,Casablanca,Licence,IT,System Engineer,13,2013-03-17,44,8.2,2,15300,3.1,5.4,CDI,Non
EMP0624,26,Femme,Marrakech,Licence,Sales,Sales Representative,6,2019-11-13,44,4.0,1,11200,2.9,8.7,CDI,Non
EMP0625,42,Femme,Fès,Bac+2,Operations,Technician,7,2018-09-08,37,8.1,2,12000,3.6,6.2,CDI,Non
EMP0296,60,Homme,Tanger,Master,Sales,Sales Analyst,0,2025-11-07,43,5.9,0,15000,3.4,8.3,CDI,Non
EMP0243,30,Homme,Marrakech,Master,IT,Support Engineer,10,2015-08-01,48,4.9,1,14750,3.8,8.2,CDI,Non
EMP0342,45,Femme,Fès,Master,Sales,Account Manager,18,2008-02-23,40,3.6,1,19450,2.5,7.1,CDI,Non
EMP0185,32,Homme,Agadir,Master,Sales,Sales Analyst,9,2015-08-06,45,9.0,1,18100,3.7,8.6,CDI,Non
EMP0648,39,Homme,Casablanca,Bac+2,Sales,Sales Representative,10,2015-06-03,51,12.5,1,11400,4.0,7.1,CDI,Non
EMP0132,36,Homme,Marrakech,Master,RH,Recruiter,5,2020-01-05,46,1.7,0,12400,2.9,8.3,CDI,Non
EMP0200,35,Femme,Agadir,Master,Operations,Operations Analyst,3,2021-01-04,46,3.4,1,13150,3.5,5.1,CDI,Non
EMP0453,32,Homme,Rabat,Master,Data,BI Analyst,1,2025-10-07,47,8.5,1,15500,3.4,7.2,Stage,Non
EMP0494,33,Femme,Rabat,Licence,IT,Support Engineer,0,2025-02-17,36,11.4,1,9150,3.4,7.1,CDI,Non
EMP0348,38,Femme,Marrakech,Licence,IT,Support Engineer,9,2015-07-19,48,6.7,1,12700,2.4,6.8,CDD,Non
EMP0331,49,Femme,Marrakech,Licence,IT,Network Engineer,27,2002-12-26,48,6.7,0,27200,2.8,5.3,CDD,Oui
EMP0030,27,Homme,Tanger,Licence,IT,System Engineer,3,2022-11-09,39,10.2,0,14900,3.5,5.3,CDI,Non
EMP0579,30,Homme,Marrakech,Licence,Sales,Account Manager,7,2018-10-18,39,4.8,1,13100,3.1,6.6,CDD,Non
EMP0072,42,Femme,Marrakech,Bac+2,Operations,Technician,8,2016-05-25,42,3.3,1,12250,4.9,9.1,CDI,Non
EMP0401,36,Homme,Casablanca,Master,Sales,Sales Analyst,3,2023-03-02,51,8.3,2,12800,3.4,6.9,CDD,Non
EMP0272,28,Homme,Agadir,Bac+2,Sales,Sales Representative,3,2022-11-20,39,5.5,1,9050,4.0,5.8,CDI,Non
EMP0210,56,Femme,Tanger,Master,Data,Data Analyst,8,2018-05-21,43,4.0,1,18850,3.5,8.4,CDI,Non
EMP0338,43,Homme,Rabat,Master,RH,Recruiter,0,2024-09-09,39,3.7,2,9050,3.9,8.7,CDI,Non
EMP0050,40,Homme,Fès,Licence,Finance,Financial Analyst,20,2006-12-08,38,13.2,1,23300,3.1,6.1,CDI,Non
EMP0027,33,Femme,Casablanca,Licence,Data,Data Analyst,9,2017-06-06,37,4.4,2,17200,2.6,7.0,CDD,Non
EMP0563,45,Homme,Agadir,Bac,Sales,Sales Representative,11,2015-04-10,42,3.1,1,13850,2.9,6.8,CDI,Non
EMP0537,46,Femme,Tanger,Master,Sales,Sales Representative,2,2024-03-06,37,3.0,2,10200,3.1,7.7,Stage,Non
EMP0169,50,Femme,Casablanca,Master,IT,System Engineer,5,2019-09-21,50,8.8,0,18300,3.1,7.0,CDI,Non
EMP0320,40,Femme,Agadir,Master,Sales,Sales Analyst,8,2016-03-04,42,7.1,2,16850,2.9,7.4,CDI,Non
EMP0122,42,Homme,Casablanca,Bac+2,Operations,Operations Analyst,14,2010-12-16,47,4.5,1,16200,4.0,4.7,CDI,Non
EMP0567,26,Femme,Tanger,Master,Data,BI Analyst,4,2021-07-13,43,12.4,1,17250,3.0,5.8,CDI,Non
EMP0214,38,Femme,Tanger,Licence,Finance,Accountant,15,2010-06-20,41,3.5,1,20200,3.2,8.1,CDI,Non
EMP0034,41,Femme,Casablanca,Master,Operations,Operations Analyst,3,2022-08-21,37,4.9,2,12750,3.4,5.5,CDD,Non
EMP0267,37,Femme,Casablanca,Licence,Operations,Technician,13,2012-02-15,40,11.3,0,13750,2.5,,CDI,Non
EMP0518,37,Femme,Fès,Master,Finance,Controller,14,2011-08-21,60,3.1,4,18600,3.2,7.3,CDI,Non
EMP0135,27,Femme,Casablanca,Master,Sales,Sales Analyst,1,2024-07-18,44,10.7,4,12900,2.9,6.9,CDI,Non
EMP0370,28,Homme,Agadir,Master,Finance,Accountant,3,2023-05-14,44,7.8,2,15550,3.4,6.8,CDI,Non
EMP0151,38,Homme,Rabat,Licence,RH,HR Analyst,8,2018-06-02,54,8.9,1,12600,3.2,7.4,CDI,Non
EMP0313,34,Homme,Casablanca,Master,Finance,Controller,19,2024-02-20,39,15.3,1,16550,3.7,6.2,CDI,Non
EMP0019,27,Homme,Fès,Licence,Operations,Operations Analyst,1,2024-02-03,47,1.5,0,12800,3.3,6.3,CDD,Non
EMP0262,32,Femme,Tanger,Licence,Operations,Coordinator,11,2015-05-23,42,3.5,2,12600,2.9,5.8,CDI,Non
EMP0555,22,Homme,Agadir,Master,Sales,Account Manager,2,2023-11-23,43,3.8,0,15050,3.2,5.3,CDI,Non
EMP0353,41,Homme,Agadir,Bac+2,Sales,Sales Representative,19,2006-03-13,32,6.0,0,12850,2.3,5.2,CDI,Non
EMP0549,47,Femme,Casablanca,Licence,Finance,Controller,18,2007-09-03,37,1.8,3,16650,3.2,6.6,Stage,Non
EMP0516,34,Femme,Casablanca,Licence,Sales,Account Manager,4,2020-03-10,39,2.7,1,13050,4.0,5.5,CDI,Non
EMP0385,37,Femme,Fès,Master,Finance,Controller,13,2012-11-01,44,9.1,1,18700,3.0,7.3,CDI,Non
EMP0642,32,Homme,Casablanca,Doctorat,RH,Recruiter,5,2019-05-17,46,11.3,5,13700,2.9,5.4,CDI,Non
EMP0291,27,Femme,Rabat,Licence,Sales,Sales Representative,0,2025-11-16,48,4.1,3,11350,3.3,6.0,CDI,Non
EMP0416,45,Homme,Marrakech,Master,Operations,Technician,16,2008-08-24,46,4.3,0,16200,4.0,7.0,CDI,Non
EMP0374,26,Femme,Fès,Master,Sales,Sales Representative,3,2023-07-15,46,1.0,2,10900,2.7,6.6,CDI,Non
EMP0078,29,Femme,Rabat,Licence,Finance,Financial Analyst,9,2015-11-08,30,4.9,2,15350,3.5,7.2,CDI,Non
EMP0196,33,Femme,Casablanca,Bac+2,IT,Support Engineer,2,2024-03-18,45,13.9,5,62000,3.9,4.9,CDI,Non
EMP0335,35,Femme,Rabat,Master,Finance,Accountant,15,2011-01-17,35,5.7,1,20000,4.0,6.2,CDI,Oui
EMP0076,36,Femme,Casablanca,Master,Finance,Accountant,15,2011-10-27,45,5.2,1,20600,3.9,5.8,CDI,Oui
EMP0054,35,Femme,Rabat,Master,Operations,Operations Analyst,8,2018-11-11,39,9.9,0,15550,2.4,6.8,CDI,Non
EMP0576,46,Homme,Tanger,Master,Finance,Financial Analyst,1,2025-01-25,45,2.9,3,13700,4.0,6.9,CDD,Non
EMP0023,37,Homme,Tanger,Licence,IT,Network Engineer,8,2016-07-19,38,6.6,2,19350,3.7,6.8,CDD,Non
EMP0049,55,Homme,Casablanca,Master,Sales,Account Manager,15,2009-11-24,55,1.0,3,20400,4.0,6.4,CDI,Oui
EMP0235,27,Femme,Rabat,Bac+2,Sales,Account Manager,7,2017-12-24,45,5.6,2,13250,1.7,6.9,CDD,Non
EMP0634,43,Femme,Marrakech,Master,IT,System Engineer,22,2002-05-15,48,3.1,1,22650,3.5,6.7,CDI,Non
EMP0294,45,Homme,Marrakech,Bac+2,Data,Data Analyst,0,2026-10-26,39,6.9,0,12900,2.9,8.1,CDI,Non
EMP0545,41,Homme,Casablanca,Master,Sales,Account Manager,1,2025-02-04,43,6.3,3,13050,3.6,6.0,CDI,Non
EMP0506,35,Homme,Casablanca,Master,Finance,Accountant,15,2010-07-06,43,10.4,1,17200,3.6,6.0,CDI,Non
EMP0332,24,Homme,Marrakech,Master,IT,Network Engineer,4,2022-09-02,47,15.2,1,15550,4.0,6.2,CDI,Non
EMP0499,35,Homme,Rabat,Licence,Operations,Operations Analyst,11,2013-12-27,34,1.5,1,11450,2.7,8.5,CDD,Oui
EMP0225,32,Femme,Casablanca,Master,IT,Network Engineer,2,2024-11-19,38,15.7,1,16200,4.1,3.4,CDD,Non
EMP0278,49,Homme,Fès,Bac,RH,Recruiter,11,2015-12-03,48,5.3,0,9750,2.8,,CDI,Oui
EMP0558,34,Homme,Tanger,Master,Data,BI Analyst,7,2017-11-08,40,1.0,1,16800,3.5,7.7,CDI,Non
EMP0553,37,Homme,Tanger,Licence,Finance,Accountant,17,2009-11-12,40,14.1,3,13000,2.9,5.9,CDI,Non
EMP0601,41,Homme,Agadir,Licence,IT,System Engineer,13,2012-11-02,44,3.1,1,19100,3.7,8.6,CDI,Non
EMP0123,50,HOMME,Casablanca,Bac+2,IT,Support Engineer,30,2002-08-22,49,14.2,1,22500,4.4,7.0,CDI,Oui
EMP0105,47,Homme,Tanger,Bac+2,Data,Data Engineer,7,2019-10-25,49,7.2,0,15650,3.1,6.6,CDI,Non
EMP0295,36,Homme,Casablanca,Licence,Finance,Financial Analyst,7,2018-08-10,47,2.3,1,16400,4.2,6.6,CDI,Non
EMP0173,28,Femme,Tanger,Licence,Finance,Financial Analyst,2,2024-05-13,37,2.5,1,13000,3.4,7.8,CDI,Non
EMP0194,47,Femme,Agadir,Licence,Finance,Accountant,20,2004-04-10,44,2.5,1,19800,3.6,8.2,CDD,Non
EMP0615,49,Femme,Casablanca,Licence,Data,Data Engineer,21,2004-02-22,48,4.1,3,22550,4.5,6.2,CDD,Oui
EMP0432,37,Homme,Marrakech,Master,Operations,Coordinator,0,2026-09-22,36,0.9,3,11400,3.7,7.2,CDI,Non
EMP0349,31,Femme,Rabat,Bac+2,Sales,Sales Analyst,9,2015-06-11,48,4.1,0,12350,2.8,7.1,CDI,Non
EMP0613,39,Homme,Casablanca,Master,Sales,Sales Representative,9,2016-09-15,44,3.0,1,14600,3.7,7.4,CDI,Non
EMP0029,36,Femme,Casablanca,Bac,Sales,Sales Representative,16,2008-06-24,40,5.6,1,15750,3.7,6.6,Stage,Non
EMP0574,39,Femme,Rabat,Master,Finance,Financial Analyst,19,2005-08-13,42,3.2,0,21800,3.8,6.6,CDI,Oui
EMP0043,27,Femme,Casablanca,Licence,IT,System Engineer,4,2022-05-11,44,9.0,1,14200,4.1,7.8,CDI,Oui
EMP0366,41,Homme,Rabat,Bac,IT,Network Engineer,15,2010-11-18,41,4.6,3,19600,3.5,5.7,CDD,Non
EMP0325,28,Homme,Casablanca,Bac+2,IT,Network Engineer,8,2016-07-25,47,1.6,0,14000,2.7,7.4,CDD,Non
EMP0129,26,Femme,rabat,Licence,Data,BI Analyst,6,2019-11-02,46,5.6,2,14750,4.6,7.5,CDI,Non
EMP0058,30,Homme,Marrakech,Master,IT,Support Engineer,10,2015-05-18,43,4.5,1,19450,3.8,7.6,CDI,Non
EMP0286,34,Homme,Tanger,Master,IT,Network Engineer,13,2011-07-18,44,4.5,2,24500,4.5,7.5,CDI,Non
EMP0114,36,Femme,Tanger,Master,Finance,Financial Analyst,14,2012-09-18,42,14.3,2,19300,2.0,3.6,CDD,Non
EMP0595,36,Femme,,Doctorat,Finance,Financial Analyst,10,2015-04-08,55,3.2,1,23500,3.0,6.7,CDI,Non
EMP0293,34,Femme,Casablanca,Licence,Operations,Technician,14,2012-01-04,56,2.1,1,15950,2.8,4.8,CDI,Oui
EMP0315,45,Femme,Rabat,Bac,Operations,Coordinator,13,2013-09-10,41,3.2,5,10950,3.2,7.7,CDI,Oui
EMP0371,27,Homme,Fès,Master,Finance,Controller,6,2020-11-09,47,2.5,1,18350,3.1,5.6,CDI,Non
EMP0575,43,Homme,Casablanca,Master,Sales,Sales Analyst,8,2018-10-07,33,3.3,3,16400,4.0,6.4,CDD,Non
EMP0565,34,Homme,Fès,Licence,Sales,Account Manager,13,2013-04-25,39,6.0,0,18100,3.6,5.3,CDI,Non
EMP0390,41,Femme,Agadir,Master,Finance,Financial Analyst,4,2021-11-04,45,4.9,2,13700,4.2,6.0,CDI,Non
EMP0437,33,Femme,Casablanca,Bac+2,Sales,Account Manager,12,2014-04-05,41,3.5,4,13500,2.6,7.8,CDI,Non
EMP0623,49,Homme,Casablanca,Bac+2,Operations,Technician,8,2016-01-15,44,9.1,0,10800,4.3,6.2,CDI,Non
EMP0193,32,Homme,Marrakesh,Master,RH,HR Analyst,0,2025-04-11,52,9.7,2,12400,3.3,6.4,CDI,Non
EMP0236,27,Homme,Rabat,Bac+2,Sales,Account Manager,6,2018-10-03,40,5.8,3,12700,3.7,6.3,CDI,Non
EMP0619,31,Homme,Marrakech,Master,Operations,Operations Analyst,2,2024-10-06,46,9.6,0,14900,4.6,8.8,CDI,Non
EMP0487,44,Femme,Casablanca,Licence,RH,HR Specialist,24,2002-07-24,42,5.5,4,19750,4.5,8.4,CDD,Oui
EMP0602,29,Femme,Casablanca,Licence,Finance,Accountant,2,2023-11-06,49,3.3,1,13050,4.3,6.8,CDI,Non
EMP0238,22,Femme,Agadir,Licence,Data,Data Engineer,2,2023-05-21,44,1.1,1,13900,4.5,8.3,CDI,Non
EMP0479,54,Femme,Fès,Master,Operations,Technician,33,2002-12-02,40,0.5,0,27100,3.7,5.3,CDD,Non
EMP0483,28,Homme,Agadir,Licence,Finance,Financial Analyst,6,2018-07-14,44,9.7,0,13650,2.5,4.6,CDI,Non
